user,uid,path,trustee,appliesto
.CN=DucruetD.OU=HDV.O=ANNECY.T=MRY.,DucruetD,\drh\DUCRUET,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=DucruetD.OU=HDV.O=ANNECY.T=MRY.,DucruetD,\drh,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=DuverneyM.OU=HDV.O=ANNECY.T=MRY.,DuverneyM,\drh\Duverney,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=DuverneyM.OU=HDV.O=ANNECY.T=MRY.,DuverneyM,\drh,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=FallettiC.OU=HDV.O=ANNECY.T=MRY.,FallettiC,\drh\FALLETTI,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=FallettiC.OU=HDV.O=ANNECY.T=MRY.,FallettiC,\drh,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=BarbierM.OU=HDV.O=ANNECY.T=MRY.,BarbierM,\drh\Mesle\UNITE DE GESTION\Gobbo,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=BarbierM.OU=HDV.O=ANNECY.T=MRY.,BarbierM,\drh\Mesle\UNITE DE GESTION,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=BarbierM.OU=HDV.O=ANNECY.T=MRY.,BarbierM,\drh\Mesle,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=BarbierM.OU=HDV.O=ANNECY.T=MRY.,BarbierM,\drh,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=LegainS.OU=HDV.O=ANNECY.T=MRY.,LegainS,\drh\Legain-Dzierbicki,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=LegainS.OU=HDV.O=ANNECY.T=MRY.,LegainS,\drh,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=MaheG.OU=HDV.O=ANNECY.T=MRY.,MaheG,\drh\Mahé,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=MaheG.OU=HDV.O=ANNECY.T=MRY.,MaheG,\drh,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=MesleC.OU=HDV.O=ANNECY.T=MRY.,MesleC,\drh\Mesle,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=MesleC.OU=HDV.O=ANNECY.T=MRY.,MesleC,\drh,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=WrobelS.OU=HDV.O=ANNECY.T=MRY.,WrobelS,\drh\Wrobel,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=WrobelS.OU=HDV.O=ANNECY.T=MRY.,WrobelS,\drh,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Paccard-GuillemaudJ.OU=HDV.O=ANNECY.T=MRY.,Paccard-GuillemaudJ,\drh\PACCARD,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=Paccard-GuillemaudJ.OU=HDV.O=ANNECY.T=MRY.,Paccard-GuillemaudJ,\drh,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=PerrillatG.OU=HDV.O=ANNECY.T=MRY.,PerrillatG,\drh\PERRILLAT,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=PerrillatG.OU=HDV.O=ANNECY.T=MRY.,PerrillatG,\drh,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=PinazoM.OU=HDV.O=ANNECY.T=MRY.,PinazoM,\drh\PINAZO,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=PinazoM.OU=HDV.O=ANNECY.T=MRY.,PinazoM,\drh,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=PonceletE.OU=HDV.O=ANNECY.T=MRY.,PonceletE,\drh\Poncelet,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=PonceletE.OU=HDV.O=ANNECY.T=MRY.,PonceletE,\drh,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=ReyF.OU=HDV.O=ANNECY.T=MRY.,ReyF,\drh\Rey,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=ReyF.OU=HDV.O=ANNECY.T=MRY.,ReyF,\drh,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Stage_DRH.OU=HDV.O=ANNECY.T=MRY.,Stage_DRH,\drh\Stage_Drh,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=Stage_DRH.OU=HDV.O=ANNECY.T=MRY.,Stage_DRH,\drh,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Drh.OU=HDV.O=ANNECY.T=MRY.,GG_Drh,\drh\Sédit,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=Drh.OU=HDV.O=ANNECY.T=MRY.,GG_Drh,\drh,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Drh.OU=HDV.O=ANNECY.T=MRY.,GG_Drh,\drh\Univers BO,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=Drh.OU=HDV.O=ANNECY.T=MRY.,GG_Drh,\drh,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=LegainS.OU=HDV.O=ANNECY.T=MRY.,LegainS,\drh\Legain-Dzierbicki\VINDRET,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=LegainS.OU=HDV.O=ANNECY.T=MRY.,LegainS,\drh\Legain-Dzierbicki,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=LegainS.OU=HDV.O=ANNECY.T=MRY.,LegainS,\drh,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=ZaramellaJ.OU=HDV.O=ANNECY.T=MRY.,ZaramellaJ,\drh\ZARAMELLA,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=ZaramellaJ.OU=HDV.O=ANNECY.T=MRY.,ZaramellaJ,\drh,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Drh.OU=HDV.O=ANNECY.T=MRY.,GG_Drh,\drh\modèles,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=Drh.OU=HDV.O=ANNECY.T=MRY.,GG_Drh,\drh,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=MeoM.OU=HDV.O=ANNECY.T=MRY.,MeoM,\drh\Meo,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=MeoM.OU=HDV.O=ANNECY.T=MRY.,MeoM,\drh,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=KrattingerE.OU=HDV.O=ANNECY.T=MRY.,KrattingerE,\drh\Krattinger,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=KrattingerE.OU=HDV.O=ANNECY.T=MRY.,KrattingerE,\drh,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=DumermuthC.OU=HDV.O=ANNECY.T=MRY.,DumermuthC,\drh\Dumermuth,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=DumermuthC.OU=HDV.O=ANNECY.T=MRY.,DumermuthC,\drh,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=BoivinV.OU=HDV.O=ANNECY.T=MRY.,BoivinV,\drh\Boivin,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=BoivinV.OU=HDV.O=ANNECY.T=MRY.,BoivinV,\drh,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=EtienneA.OU=Iphone.OU=Comptes_Speciaux.O=ANNECY.T=MRY.,EtienneA,\drh\Etienne,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=EtienneA.OU=Iphone.OU=Comptes_Speciaux.O=ANNECY.T=MRY.,EtienneA,\drh,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Drh.OU=HDV.O=ANNECY.T=MRY.,GG_Drh,\drh\old,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=Drh.OU=HDV.O=ANNECY.T=MRY.,GG_Drh,\drh,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=LehouxM.OU=HDV.O=ANNECY.T=MRY.,LehouxM,\drh\Lehoux,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=LehouxM.OU=HDV.O=ANNECY.T=MRY.,LehouxM,\drh,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=MunierC.OU=HDV.O=ANNECY.T=MRY.,MunierC,\drh\Munier,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=MunierC.OU=HDV.O=ANNECY.T=MRY.,MunierC,\drh,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=CottonC.OU=HDV.O=ANNECY.T=MRY.,CottonC,\drh\Cotton\Réservation de salles,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=CottonC.OU=HDV.O=ANNECY.T=MRY.,CottonC,\drh\Cotton,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=CottonC.OU=HDV.O=ANNECY.T=MRY.,CottonC,\drh,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Secretaire_Medecine.OU=PST.O=ANNECY.T=MRY.,Secretaire_Medecine,\drh\COMMUN\SANTE SECURITE,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=Secretaire_Medecine.OU=PST.O=ANNECY.T=MRY.,Secretaire_Medecine,\drh\COMMUN,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Secretaire_Medecine.OU=PST.O=ANNECY.T=MRY.,Secretaire_Medecine,\drh,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=FerlinC.OU=Iphone.OU=Comptes_Speciaux.O=ANNECY.T=MRY.,FerlinC,\drh\COMMUN\SANTE SECURITE,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=FerlinC.OU=Iphone.OU=Comptes_Speciaux.O=ANNECY.T=MRY.,FerlinC,\drh\COMMUN,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=FerlinC.OU=Iphone.OU=Comptes_Speciaux.O=ANNECY.T=MRY.,FerlinC,\drh,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=IsouxC.OU=PST.O=ANNECY.T=MRY.,IsouxC,\drh\COMMUN\FIPHFP,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=IsouxC.OU=PST.O=ANNECY.T=MRY.,IsouxC,\drh\COMMUN,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=IsouxC.OU=PST.O=ANNECY.T=MRY.,IsouxC,\drh,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Le_DrogoffG.OU=HDV.O=ANNECY.T=MRY.,Le_DrogoffG,\drh\COMMUN\DRH\Documents_textes\Recrutement,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=Le_DrogoffG.OU=HDV.O=ANNECY.T=MRY.,Le_DrogoffG,\drh\COMMUN\DRH\Documents_textes,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Le_DrogoffG.OU=HDV.O=ANNECY.T=MRY.,Le_DrogoffG,\drh\COMMUN\DRH,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Le_DrogoffG.OU=HDV.O=ANNECY.T=MRY.,Le_DrogoffG,\drh\COMMUN,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Le_DrogoffG.OU=HDV.O=ANNECY.T=MRY.,Le_DrogoffG,\drh,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=BoivinV.OU=HDV.O=ANNECY.T=MRY.,BoivinV,\drh\Mesle\UNITE DE GESTION\Gobbo\GOBBO Christine,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=BoivinV.OU=HDV.O=ANNECY.T=MRY.,BoivinV,\drh\Mesle\UNITE DE GESTION\Gobbo,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=BoivinV.OU=HDV.O=ANNECY.T=MRY.,BoivinV,\drh\Mesle\UNITE DE GESTION,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=BoivinV.OU=HDV.O=ANNECY.T=MRY.,BoivinV,\drh\Mesle,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=BoivinV.OU=HDV.O=ANNECY.T=MRY.,BoivinV,\drh,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Laverie.OU=HDV.O=ANNECY.T=MRY.,Laverie,\enseigne\Ateliers_Vie_Scolaire,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=Laverie.OU=HDV.O=ANNECY.T=MRY.,Laverie,\enseigne,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=ChmamadiK.OU=HDV.O=ANNECY.T=MRY.,ChmamadiK,\enseigne\Chmamadi,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=ChmamadiK.OU=HDV.O=ANNECY.T=MRY.,ChmamadiK,\enseigne,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=ClavelJ.OU=HDV.O=ANNECY.T=MRY.,ClavelJ,\enseigne\Clavel,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=ClavelJ.OU=HDV.O=ANNECY.T=MRY.,ClavelJ,\enseigne,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=1-Enseigne.OU=HDV.O=ANNECY.T=MRY.,GG_1-Enseigne,\enseigne\Franceschini,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=1-Enseigne.OU=HDV.O=ANNECY.T=MRY.,GG_1-Enseigne,\enseigne,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=1-Plaine.OU=HDV.O=ANNECY.T=MRY.,GG_1-Plaine,\enseigne\Periscolaire_Plaine,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=1-Plaine.OU=HDV.O=ANNECY.T=MRY.,GG_1-Plaine,\enseigne,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Teppes.OU=HDV.O=ANNECY.T=MRY.,Teppes,\enseigne\Periscolaire_Teppes,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=Teppes.OU=HDV.O=ANNECY.T=MRY.,Teppes,\enseigne,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=SalamatG.OU=HDV.O=ANNECY.T=MRY.,SalamatG,\enseigne\Salamat,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=SalamatG.OU=HDV.O=ANNECY.T=MRY.,SalamatG,\enseigne,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=AvundoM.OU=HDV.O=ANNECY.T=MRY.,AvundoM,\enseigne\Avundo,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=AvundoM.OU=HDV.O=ANNECY.T=MRY.,AvundoM,\enseigne,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=ChmamadiK.OU=HDV.O=ANNECY.T=MRY.,ChmamadiK,\enseigne\Avundo,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=ChmamadiK.OU=HDV.O=ANNECY.T=MRY.,ChmamadiK,\enseigne,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=SommerfeldM.OU=HDV.O=ANNECY.T=MRY.,SommerfeldM,\enseigne\Sommerfeld,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=SommerfeldM.OU=HDV.O=ANNECY.T=MRY.,SommerfeldM,\enseigne,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=PilliardS.OU=HDV.O=ANNECY.T=MRY.,PilliardS,\enseigne\Pilliard,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=PilliardS.OU=HDV.O=ANNECY.T=MRY.,PilliardS,\enseigne,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=ModicaS.OU=HDV.O=ANNECY.T=MRY.,ModicaS,\enseigne\Modica,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=ModicaS.OU=HDV.O=ANNECY.T=MRY.,ModicaS,\enseigne,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=RouxE.OU=Iphone.OU=Comptes_Speciaux.O=ANNECY.T=MRY.,RouxE,\enseigne\Roux,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=RouxE.OU=Iphone.OU=Comptes_Speciaux.O=ANNECY.T=MRY.,RouxE,\enseigne,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=DenhezA.OU=HDV.O=ANNECY.T=MRY.,DenhezA,\enseigne\Denhez,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=DenhezA.OU=HDV.O=ANNECY.T=MRY.,DenhezA,\enseigne,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=ChmamadiK.OU=HDV.O=ANNECY.T=MRY.,ChmamadiK,\enseigne\Denhez,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=ChmamadiK.OU=HDV.O=ANNECY.T=MRY.,ChmamadiK,\enseigne,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=RachexM.OU=HDV.O=ANNECY.T=MRY.,RachexM,\enseigne\Rachex,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=RachexM.OU=HDV.O=ANNECY.T=MRY.,RachexM,\enseigne,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=SommerfeldM.OU=HDV.O=ANNECY.T=MRY.,SommerfeldM,\enseigne\Chmamadi\Compta chmamadi,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=SommerfeldM.OU=HDV.O=ANNECY.T=MRY.,SommerfeldM,\enseigne\Chmamadi,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=SommerfeldM.OU=HDV.O=ANNECY.T=MRY.,SommerfeldM,\enseigne,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Enseigne.OU=HDV.O=ANNECY.T=MRY.,GG_Enseigne,\enseigne\Franceschini\dossier agents,,ThisFolderSubFoldersAndFiles
.CN=Enseigne.OU=HDV.O=ANNECY.T=MRY.,GG_Enseigne,\enseigne\Franceschini,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Enseigne.OU=HDV.O=ANNECY.T=MRY.,GG_Enseigne,\enseigne,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=FranceschiniC.OU=HDV.O=ANNECY.T=MRY.,FranceschiniC,\enseigne\Franceschini\dossier agents,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=FranceschiniC.OU=HDV.O=ANNECY.T=MRY.,FranceschiniC,\enseigne\Franceschini,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=FranceschiniC.OU=HDV.O=ANNECY.T=MRY.,FranceschiniC,\enseigne,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Goddet-ChoplinO.OU=Iphone.OU=Comptes_Speciaux.O=ANNECY.T=MRY.,Goddet-ChoplinO,\enseigne\Franceschini\dossier agents,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=Goddet-ChoplinO.OU=Iphone.OU=Comptes_Speciaux.O=ANNECY.T=MRY.,Goddet-ChoplinO,\enseigne\Franceschini,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Goddet-ChoplinO.OU=Iphone.OU=Comptes_Speciaux.O=ANNECY.T=MRY.,Goddet-ChoplinO,\enseigne,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=MasternakC.OU=HDV.O=ANNECY.T=MRY.,MasternakC,\enseigne\Franceschini\dossier agents,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=MasternakC.OU=HDV.O=ANNECY.T=MRY.,MasternakC,\enseigne\Franceschini,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=MasternakC.OU=HDV.O=ANNECY.T=MRY.,MasternakC,\enseigne,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=HollingueD.OU=HDV.O=ANNECY.T=MRY.,HollingueD,\etacivil\Hollingue,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=HollingueD.OU=HDV.O=ANNECY.T=MRY.,HollingueD,\etacivil,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Rodrigues_de_AlmeidaD.OU=HDV.O=ANNECY.T=MRY.,Rodrigues_de_AlmeidaD,\etacivil\INSEE Envoi,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=Rodrigues_de_AlmeidaD.OU=HDV.O=ANNECY.T=MRY.,Rodrigues_de_AlmeidaD,\etacivil,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Etacivil.OU=HDV.O=ANNECY.T=MRY.,GG_Etacivil,\etacivil\SCRP,,ThisFolderSubFoldersAndFiles
.CN=Etacivil.OU=HDV.O=ANNECY.T=MRY.,GG_Etacivil,\etacivil,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=ETC-SRCP.OU=HDV.O=ANNECY.T=MRY.,GG_ETC-SRCP,\etacivil\SCRP,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=ETC-SRCP.OU=HDV.O=ANNECY.T=MRY.,GG_ETC-SRCP,\etacivil,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Coureux-hamonS.OU=HDV.O=ANNECY.T=MRY.,Coureux-hamonS,\etacivil\Coureux-Hamon,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=Coureux-hamonS.OU=HDV.O=ANNECY.T=MRY.,Coureux-hamonS,\etacivil,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Favre-bonvinS.OU=BONLIEU.O=ANNECY.T=MRY.,Favre-bonvinS,\etacivil\Commun\Secrétariat\Agents\Sylvie,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=Favre-bonvinS.OU=BONLIEU.O=ANNECY.T=MRY.,Favre-bonvinS,\etacivil\Commun\Secrétariat\Agents,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Favre-bonvinS.OU=BONLIEU.O=ANNECY.T=MRY.,Favre-bonvinS,\etacivil\Commun\Secrétariat,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Favre-bonvinS.OU=BONLIEU.O=ANNECY.T=MRY.,Favre-bonvinS,\etacivil\Commun,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Favre-bonvinS.OU=BONLIEU.O=ANNECY.T=MRY.,Favre-bonvinS,\etacivil,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Etacivil.OU=HDV.O=ANNECY.T=MRY.,GG_Etacivil,\etacivil\Commun\Secrétariat\Agents\Sylvie,,ThisFolderSubFoldersAndFiles
.CN=Etacivil.OU=HDV.O=ANNECY.T=MRY.,GG_Etacivil,\etacivil\Commun\Secrétariat\Agents,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Etacivil.OU=HDV.O=ANNECY.T=MRY.,GG_Etacivil,\etacivil\Commun\Secrétariat,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Etacivil.OU=HDV.O=ANNECY.T=MRY.,GG_Etacivil,\etacivil\Commun,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Etacivil.OU=HDV.O=ANNECY.T=MRY.,GG_Etacivil,\etacivil,"ReadAndExecute,Synchronize",ThisFolderOnly
